case:concept:name,concept:name,time:timestamp,lifecycle:transition,org:resource
82,A_Concept,2016-01-02 08:25:55.531593,complete,User_86
68,A_Concept,2016-01-02 08:25:55.535507,complete,User_9
37,W_Handle leads,2016-01-02 08:25:55.544418,complete,User_36
37,A_Concept,2016-01-02 08:25:55.548418,complete,User_38
46,W_Handle leads,2016-01-02 08:25:55.590442,complete,User_72
46,A_Concept,2016-01-02 08:25:55.594442,complete,User_9
27,W_Complete application,2016-01-02 08:25:55.612045,start,User_11
61,W_Complete application,2016-01-02 08:25:55.652768,start,User_67
86,W_Complete application,2016-01-02 08:25:55.687136,start,User_36
24,W_Complete application,2016-01-02 08:25:55.694279,start,User_21
15,W_Handle leads,2016-01-02 08:25:55.700491,complete,User_49
15,A_Concept,2016-01-02 08:25:55.704491,complete,User_1
4,W_Complete application,2016-01-02 08:25:55.713038,start,User_28
10,W_Complete application,2016-01-02 08:25:55.747003,start,User_97
35,W_Complete application,2016-01-02 08:25:55.766190,start,User_72
36,W_Complete application,2016-01-02 08:25:55.823611,start,User_84
37,W_Complete application,2016-01-02 08:25:55.846500,start,User_53
78,W_Complete application,2016-01-02 08:25:55.854842,start,User_88
59,W_Complete application,2016-01-02 08:25:55.855390,start,User_56
33,W_Complete application,2016-01-02 08:25:55.914892,start,User_65
82,W_Complete application,2016-01-02 08:25:55.962094,start,User_49
19,W_Complete application,2016-01-02 08:25:56.011008,start,User_42
41,W_Complete application,2016-01-02 08:25:56.162458,start,User_35
32,W_Complete application,2016-01-02 08:25:56.191079,start,User_24
2,W_Complete application,2016-01-02 08:25:56.211833,start,User_17
46,W_Complete application,2016-01-02 08:25:56.340622,start,User_86
68,W_Complete application,2016-01-02 08:25:56.374856,start,User_32
73,W_Complete application,2016-01-02 08:25:56.409231,start,User_33
15,W_Complete application,2016-01-02 08:25:56.504178,start,User_9
43,W_Call after offers,2016-01-02 08:26:13.350577,complete,User_99
3,W_Call after offers,2016-01-02 08:26:13.365274,complete,User_87
43,A_Cancelled,2016-01-02 08:26:13.366577,complete,User_81
43,O_Cancelled,2016-01-02 08:26:13.367577,complete,User_116
5,W_Call after offers,2016-01-02 08:26:13.649254,complete,User_90
3,O_Create Offer,2016-01-02 08:26:13.828274,complete,User_38
84,W_Call after offers,2016-01-02 08:26:13.855882,complete,User_95
17,W_Call after offers,2016-01-02 08:26:13.896147,complete,User_68
3,O_Created,2016-01-02 08:26:13.917274,complete,User_81
3,O_Sent (mail and online),2016-01-02 08:26:13.918274,complete,User_38
26,W_Call after offers,2016-01-02 08:26:14.039321,complete,User_129
23,W_Call after offers,2016-01-02 08:26:14.256161,complete,User_109
17,O_Create Offer,2016-01-02 08:26:14.359147,complete,User_63
17,O_Created,2016-01-02 08:26:14.448147,complete,User_63
17,O_Sent (mail and online),2016-01-02 08:26:14.449147,complete,User_63
26,O_Create Offer,2016-01-02 08:26:14.502321,complete,User_81
26,O_Created,2016-01-02 08:26:14.591321,complete,User_81
26,O_Sent (mail and online),2016-01-02 08:26:14.592321,complete,User_81
5,A_Validating,2016-01-02 08:26:14.803254,complete,User_118
84,A_Validating,2016-01-02 08:26:15.009882,complete,User_114
5,W_Validate application,2016-01-02 08:26:15.357122,start,User_134
3,A_Complete,2016-01-02 08:26:15.464274,complete,User_38
84,W_Validate application,2016-01-02 08:26:15.549269,start,User_125
3,W_Call after offers,2016-01-02 08:26:15.939682,start,User_109
17,A_Complete,2016-01-02 08:26:15.995147,complete,User_63
26,A_Complete,2016-01-02 08:26:16.138321,complete,User_81
26,W_Call after offers,2016-01-02 08:26:16.281765,start,User_107
17,W_Call after offers,2016-01-02 08:26:16.367645,start,User_129
66,W_Call incomplete files,2016-01-02 08:29:30.291473,complete,User_104
66,O_Create Offer,2016-01-02 08:29:30.754473,complete,User_104
66,O_Created,2016-01-02 08:29:30.843473,complete,User_104
66,O_Sent (mail and online),2016-01-02 08:29:30.844473,complete,User_7
66,A_Complete,2016-01-02 08:29:32.390473,complete,User_51
66,W_Call after offers,2016-01-02 08:29:32.933226,start,User_90
25,W_Validate application,2016-01-02 08:29:57.439741,complete,User_27
25,O_Returned,2016-01-02 08:29:58.964741,complete,User_126
25,A_Incomplete,2016-01-02 08:30:00.390741,complete,User_95
25,W_Call incomplete files,2016-01-02 08:30:00.650757,start,User_7
89,W_Call after offers,2016-01-02 08:30:06.831663,complete,User_30
89,O_Cancelled,2016-01-02 08:30:06.832663,complete,User_123
89,A_Cancelled,2016-01-02 08:30:06.848663,complete,User_81
89,O_Create Offer,2016-01-02 08:30:07.311663,complete,User_104
89,O_Created,2016-01-02 08:30:07.400663,complete,User_38
89,O_Sent (mail and online),2016-01-02 08:30:07.401663,complete,User_38
89,A_Complete,2016-01-02 08:30:08.947663,complete,User_81
89,W_Call after offers,2016-01-02 08:30:09.843924,start,User_87
57,W_Call after offers,2016-01-02 08:30:17.076089,complete,User_100
57,O_Create Offer,2016-01-02 08:30:17.539089,complete,User_38
57,O_Created,2016-01-02 08:30:17.628089,complete,User_38
57,O_Sent (mail and online),2016-01-02 08:30:17.629089,complete,User_63
57,A_Complete,2016-01-02 08:30:19.175089,complete,User_81
57,W_Call after offers,2016-01-02 08:30:19.477367,start,User_30
3,W_Call after offers,2016-01-02 08:30:41.839423,complete,User_109
26,W_Call after offers,2016-01-02 08:30:42.181506,complete,User_107
17,W_Call after offers,2016-01-02 08:30:42.267386,complete,User_129
17,A_Cancelled,2016-01-02 08:30:42.283386,complete,User_38
17,O_Cancelled,2016-01-02 08:30:42.284386,complete,User_121
17,O_Cancelled,2016-01-02 08:30:42.285386,complete,User_131
3,O_Create Offer,2016-01-02 08:30:42.302423,complete,User_104
3,O_Created,2016-01-02 08:30:42.391423,complete,User_63
3,O_Sent (mail and online),2016-01-02 08:30:42.392423,complete,User_51
26,O_Create Offer,2016-01-02 08:30:42.644506,complete,User_81
26,O_Created,2016-01-02 08:30:42.733506,complete,User_104
26,O_Sent (mail and online),2016-01-02 08:30:42.734506,complete,User_104
17,O_Create Offer,2016-01-02 08:30:42.748386,complete,User_38
17,O_Created,2016-01-02 08:30:42.837386,complete,User_104
17,O_Sent (mail and online),2016-01-02 08:30:42.838386,complete,User_104
3,A_Complete,2016-01-02 08:30:43.938423,complete,User_63
3,W_Call after offers,2016-01-02 08:30:44.272577,start,User_95
26,A_Complete,2016-01-02 08:30:44.280506,complete,User_81
17,A_Complete,2016-01-02 08:30:44.384386,complete,User_51
26,W_Call after offers,2016-01-02 08:30:44.503833,start,User_75
17,W_Call after offers,2016-01-02 08:30:44.999114,start,User_109
92,A_Create Application,2016-01-02 08:31:22.018776,complete,User_51
92,A_Submitted,2016-01-02 08:31:22.116776,complete,User_1
92,W_Handle leads,2016-01-02 08:31:22.889787,start,User_51
5,W_Validate application,2016-01-02 08:32:58.448246,complete,User_134
84,W_Validate application,2016-01-02 08:32:58.640393,complete,User_125
5,O_Returned,2016-01-02 08:32:59.973246,complete,User_29
5,O_Accepted,2016-01-02 08:32:59.975246,complete,User_134
5,A_Pending,2016-01-02 08:32:59.976246,complete,User_116
5,O_Cancelled,2016-01-02 08:32:59.977246,complete,User_122
5,O_Cancelled,2016-01-02 08:32:59.978246,complete,User_116
5,O_Cancelled,2016-01-02 08:32:59.979246,complete,User_121
84,O_Returned,2016-01-02 08:33:00.165393,complete,User_27
5,O_Create Offer,2016-01-02 08:33:00.442246,complete,User_38
5,O_Created,2016-01-02 08:33:00.531246,complete,User_38
5,O_Cancelled,2016-01-02 08:33:00.532246,complete,User_81
5,O_Cancelled,2016-01-02 08:33:00.533246,complete,User_29
5,O_Cancelled,2016-01-02 08:33:00.534246,complete,User_118
5,O_Create Offer,2016-01-02 08:33:00.997246,complete,User_104
5,O_Created,2016-01-02 08:33:01.086246,complete,User_63
5,O_Cancelled,2016-01-02 08:33:01.087246,complete,User_112
5,O_Cancelled,2016-01-02 08:33:01.088246,complete,User_107
5,O_Create Offer,2016-01-02 08:33:01.551246,complete,User_38
84,A_Incomplete,2016-01-02 08:33:01.591393,complete,User_117
5,O_Created,2016-01-02 08:33:01.640246,complete,User_104
5,O_Cancelled,2016-01-02 08:33:01.641246,complete,User_125
84,W_Call incomplete files,2016-01-02 08:33:01.962632,start,User_38
5,O_Create Offer,2016-01-02 08:33:02.104246,complete,User_81
5,O_Created,2016-01-02 08:33:02.193246,complete,User_104
5,O_Cancelled,2016-01-02 08:33:02.194246,complete,User_116
5,O_Create Offer,2016-01-02 08:33:02.657246,complete,User_81
5,O_Created,2016-01-02 08:33:02.746246,complete,User_81
5,O_Cancelled,2016-01-02 08:33:02.747246,complete,User_104
5,O_Create Offer,2016-01-02 08:33:03.210246,complete,User_104
5,O_Created,2016-01-02 08:33:03.299246,complete,User_104
5,O_Cancelled,2016-01-02 08:33:03.300246,complete,User_126
5,O_Cancelled,2016-01-02 08:33:03.301246,complete,User_100
5,O_Create Offer,2016-01-02 08:33:03.764246,complete,User_63
5,O_Created,2016-01-02 08:33:03.853246,complete,User_81
5,O_Sent (mail and online),2016-01-02 08:33:03.854246,complete,User_104
5,A_Complete,2016-01-02 08:33:05.400246,complete,User_63
5,W_Call after offers,2016-01-02 08:33:06.115448,start,User_107
92,W_Handle leads,2016-01-02 08:33:17.593967,complete,User_51
92,A_Concept,2016-01-02 08:33:17.597967,complete,User_63
92,W_Complete application,2016-01-02 08:33:18.437407,start,User_51
66,W_Call after offers,2016-01-02 08:33:58.832967,complete,User_90
66,O_Create Offer,2016-01-02 08:33:59.295967,complete,User_104
66,O_Created,2016-01-02 08:33:59.384967,complete,User_63
66,O_Sent (mail and online),2016-01-02 08:33:59.385967,complete,User_104
66,A_Complete,2016-01-02 08:34:00.931967,complete,User_104
66,W_Call after offers,2016-01-02 08:34:01.207153,start,User_99
89,W_Call after offers,2016-01-02 08:34:35.743665,complete,User_87
89,A_Validating,2016-01-02 08:34:36.897665,complete,User_112
89,W_Validate application,2016-01-02 08:34:37.388289,start,User_116
57,W_Call after offers,2016-01-02 08:34:45.377108,complete,User_30
57,O_Create Offer,2016-01-02 08:34:45.840108,complete,User_81
57,O_Created,2016-01-02 08:34:45.929108,complete,User_15
57,O_Cancelled,2016-01-02 08:34:45.930108,complete,User_63
57,O_Cancelled,2016-01-02 08:34:45.931108,complete,User_121
57,O_Create Offer,2016-01-02 08:34:46.394108,complete,User_81
57,O_Created,2016-01-02 08:34:46.483108,complete,User_104
57,O_Sent (mail and online),2016-01-02 08:34:46.484108,complete,User_15
57,A_Complete,2016-01-02 08:34:48.030108,complete,User_63
57,W_Call after offers,2016-01-02 08:34:48.891003,start,User_30
93,A_Create Application,2016-01-02 08:35:01.221241,complete,User_1
93,A_Submitted,2016-01-02 08:35:01.319241,complete,User_1
93,W_Handle leads,2016-01-02 08:35:02.301140,start,User_63
3,W_Call after offers,2016-01-02 08:35:10.172318,complete,User_95
26,W_Call after offers,2016-01-02 08:35:10.403574,complete,User_75
3,O_Create Offer,2016-01-02 08:35:10.635318,complete,User_15
3,O_Created,2016-01-02 08:35:10.724318,complete,User_81
3,O_Sent (mail and online),2016-01-02 08:35:10.725318,complete,User_15
26,O_Create Offer,2016-01-02 08:35:10.866574,complete,User_104
17,W_Call after offers,2016-01-02 08:35:10.898855,complete,User_109
17,O_Cancelled,2016-01-02 08:35:10.899855,complete,User_112
17,A_Cancelled,2016-01-02 08:35:10.915855,complete,User_1
26,O_Created,2016-01-02 08:35:10.955574,complete,User_104
26,O_Cancelled,2016-01-02 08:35:10.956574,complete,User_121
17,O_Create Offer,2016-01-02 08:35:11.378855,complete,User_15
26,O_Create Offer,2016-01-02 08:35:11.419574,complete,User_104
17,O_Created,2016-01-02 08:35:11.467855,complete,User_15
17,O_Sent (mail and online),2016-01-02 08:35:11.468855,complete,User_15
26,O_Created,2016-01-02 08:35:11.508574,complete,User_104
26,O_Sent (mail and online),2016-01-02 08:35:11.509574,complete,User_104
3,A_Complete,2016-01-02 08:35:12.271318,complete,User_81
3,W_Call after offers,2016-01-02 08:35:12.509898,start,User_102
17,A_Complete,2016-01-02 08:35:13.014855,complete,User_15
26,A_Complete,2016-01-02 08:35:13.055574,complete,User_104
17,W_Call after offers,2016-01-02 08:35:13.579120,start,User_95
26,W_Call after offers,2016-01-02 08:35:13.832157,start,User_29
76,W_Complete application,2016-01-02 08:36:43.094846,complete,User_45
54,W_Complete application,2016-01-02 08:36:43.281178,complete,User_31
39,W_Complete application,2016-01-02 08:36:43.334888,complete,User_3
38,W_Complete application,2016-01-02 08:36:43.534836,complete,User_57
51,W_Complete application,2016-01-02 08:36:43.566178,complete,User_5
72,W_Complete application,2016-01-02 08:36:43.570059,complete,User_2
28,W_Complete application,2016-01-02 08:36:43.669550,complete,User_60
50,W_Complete application,2016-01-02 08:36:43.710909,complete,User_4
20,W_Complete application,2016-01-02 08:36:43.715966,complete,User_41
69,W_Complete application,2016-01-02 08:36:43.737573,complete,User_48
53,W_Complete application,2016-01-02 08:36:43.737826,complete,User_58
67,W_Complete application,2016-01-02 08:36:43.772348,complete,User_55
64,W_Complete application,2016-01-02 08:36:43.772498,complete,User_71
13,W_Complete application,2016-01-02 08:36:43.789588,complete,User_132
27,W_Complete application,2016-01-02 08:36:43.939083,complete,User_11
61,W_Complete application,2016-01-02 08:36:43.979806,complete,User_67
86,W_Complete application,2016-01-02 08:36:44.014174,complete,User_36
24,W_Complete application,2016-01-02 08:36:44.021317,complete,User_21
4,W_Complete application,2016-01-02 08:36:44.040076,complete,User_28
10,W_Complete application,2016-01-02 08:36:44.074041,complete,User_97
35,W_Complete application,2016-01-02 08:36:44.093228,complete,User_72
76,A_Accepted,2016-01-02 08:36:44.118846,complete,User_3
36,W_Complete application,2016-01-02 08:36:44.150649,complete,User_84
37,W_Complete application,2016-01-02 08:36:44.173538,complete,User_53
78,W_Complete application,2016-01-02 08:36:44.181880,complete,User_88
59,W_Complete application,2016-01-02 08:36:44.182428,complete,User_56
33,W_Complete application,2016-01-02 08:36:44.241930,complete,User_65
82,W_Complete application,2016-01-02 08:36:44.289132,complete,User_49
54,A_Accepted,2016-01-02 08:36:44.305178,complete,User_21
19,W_Complete application,2016-01-02 08:36:44.338046,complete,User_42
39,A_Accepted,2016-01-02 08:36:44.358888,complete,User_65
41,W_Complete application,2016-01-02 08:36:44.489496,complete,User_35
32,W_Complete application,2016-01-02 08:36:44.518117,complete,User_24
2,W_Complete application,2016-01-02 08:36:44.538871,complete,User_17
38,A_Accepted,2016-01-02 08:36:44.558836,complete,User_31
76,O_Create Offer,2016-01-02 08:36:44.581846,complete,User_132
51,A_Accepted,2016-01-02 08:36:44.590178,complete,User_60
72,A_Accepted,2016-01-02 08:36:44.594059,complete,User_35
46,W_Complete application,2016-01-02 08:36:44.667660,complete,User_86
76,O_Created,2016-01-02 08:36:44.670846,complete,User_15
76,O_Cancelled,2016-01-02 08:36:44.671846,complete,User_112
76,O_Cancelled,2016-01-02 08:36:44.672846,complete,User_130
76,O_Cancelled,2016-01-02 08:36:44.673846,complete,User_122
76,O_Cancelled,2016-01-02 08:36:44.674846,complete,User_134
76,O_Cancelled,2016-01-02 08:36:44.675846,complete,User_131
76,O_Cancelled,2016-01-02 08:36:44.676846,complete,User_125
76,O_Cancelled,2016-01-02 08:36:44.677846,complete,User_60
28,A_Accepted,2016-01-02 08:36:44.693550,complete,User_11
68,W_Complete application,2016-01-02 08:36:44.701894,complete,User_32
50,A_Accepted,2016-01-02 08:36:44.734909,complete,User_24
73,W_Complete application,2016-01-02 08:36:44.736269,complete,User_33
20,A_Accepted,2016-01-02 08:36:44.739966,complete,User_55
69,A_Accepted,2016-01-02 08:36:44.761573,complete,User_45
53,A_Accepted,2016-01-02 08:36:44.761826,complete,User_81
54,O_Create Offer,2016-01-02 08:36:44.768178,complete,User_71
67,A_Accepted,2016-01-02 08:36:44.796348,complete,User_28
64,A_Accepted,2016-01-02 08:36:44.796498,complete,User_84
13,A_Accepted,2016-01-02 08:36:44.813588,complete,User_41
39,O_Create Offer,2016-01-02 08:36:44.821888,complete,User_3
15,W_Complete application,2016-01-02 08:36:44.831216,complete,User_9
54,O_Created,2016-01-02 08:36:44.857178,complete,User_81
54,O_Cancelled,2016-01-02 08:36:44.858178,complete,User_114
54,O_Cancelled,2016-01-02 08:36:44.859178,complete,User_90
39,O_Created,2016-01-02 08:36:44.910888,complete,User_3
39,O_Cancelled,2016-01-02 08:36:44.911888,complete,User_127
27,A_Accepted,2016-01-02 08:36:44.963083,complete,User_57
61,A_Accepted,2016-01-02 08:36:45.003806,complete,User_49
38,O_Create Offer,2016-01-02 08:36:45.021836,complete,User_104
86,A_Accepted,2016-01-02 08:36:45.038174,complete,User_42
24,A_Accepted,2016-01-02 08:36:45.045317,complete,User_86
51,O_Create Offer,2016-01-02 08:36:45.053178,complete,User_53
72,O_Create Offer,2016-01-02 08:36:45.057059,complete,User_35
4,A_Accepted,2016-01-02 08:36:45.064076,complete,User_88
10,A_Accepted,2016-01-02 08:36:45.098041,complete,User_17
38,O_Created,2016-01-02 08:36:45.110836,complete,User_49
38,O_Sent (mail and online),2016-01-02 08:36:45.111836,complete,User_17
35,A_Accepted,2016-01-02 08:36:45.117228,complete,User_32
76,O_Create Offer,2016-01-02 08:36:45.140846,complete,User_132
51,O_Created,2016-01-02 08:36:45.142178,complete,User_42
51,O_Cancelled,2016-01-02 08:36:45.143178,complete,User_120
72,O_Created,2016-01-02 08:36:45.146059,complete,User_53
72,O_Cancelled,2016-01-02 08:36:45.147059,complete,User_87
72,O_Cancelled,2016-01-02 08:36:45.148059,complete,User_53
72,O_Cancelled,2016-01-02 08:36:45.149059,complete,User_75
72,O_Cancelled,2016-01-02 08:36:45.150059,complete,User_126
72,O_Cancelled,2016-01-02 08:36:45.151059,complete,User_118
72,O_Cancelled,2016-01-02 08:36:45.152059,complete,User_42
28,O_Create Offer,2016-01-02 08:36:45.156550,complete,User_31
36,A_Accepted,2016-01-02 08:36:45.174649,complete,User_56
37,A_Accepted,2016-01-02 08:36:45.197538,complete,User_36
50,O_Create Offer,2016-01-02 08:36:45.197909,complete,User_9
20,O_Create Offer,2016-01-02 08:36:45.202966,complete,User_60
78,A_Accepted,2016-01-02 08:36:45.205880,complete,User_5
59,A_Accepted,2016-01-02 08:36:45.206428,complete,User_2
69,O_Create Offer,2016-01-02 08:36:45.224573,complete,User_24
53,O_Create Offer,2016-01-02 08:36:45.224826,complete,User_55
76,O_Created,2016-01-02 08:36:45.229846,complete,User_86
76,O_Cancelled,2016-01-02 08:36:45.230846,complete,User_86
76,O_Cancelled,2016-01-02 08:36:45.231846,complete,User_27
28,O_Created,2016-01-02 08:36:45.245550,complete,User_53
28,O_Sent (mail and online),2016-01-02 08:36:45.246550,complete,User_55
67,O_Create Offer,2016-01-02 08:36:45.259348,complete,User_15
64,O_Create Offer,2016-01-02 08:36:45.259498,complete,User_71
33,A_Accepted,2016-01-02 08:36:45.265930,complete,User_48
13,O_Create Offer,2016-01-02 08:36:45.276588,complete,User_84
50,O_Created,2016-01-02 08:36:45.286909,complete,User_9
50,O_Cancelled,2016-01-02 08:36:45.287909,complete,User_119
20,O_Created,2016-01-02 08:36:45.291966,complete,User_88
20,O_Cancelled,2016-01-02 08:36:45.292966,complete,User_126
20,O_Cancelled,2016-01-02 08:36:45.293966,complete,User_100
82,A_Accepted,2016-01-02 08:36:45.313132,complete,User_58
69,O_Created,2016-01-02 08:36:45.313573,complete,User_60
53,O_Created,2016-01-02 08:36:45.313826,complete,User_2
69,O_Cancelled,2016-01-02 08:36:45.314573,complete,User_127
53,O_Cancelled,2016-01-02 08:36:45.314826,complete,User_125
69,O_Cancelled,2016-01-02 08:36:45.315573,complete,User_100
54,O_Create Offer,2016-01-02 08:36:45.322178,complete,User_81
67,O_Created,2016-01-02 08:36:45.348348,complete,User_24
64,O_Created,2016-01-02 08:36:45.348498,complete,User_71
67,O_Sent (mail and online),2016-01-02 08:36:45.349348,complete,User_88
64,O_Sent (mail and online),2016-01-02 08:36:45.349498,complete,User_71
19,A_Accepted,2016-01-02 08:36:45.362046,complete,User_4
13,O_Created,2016-01-02 08:36:45.365588,complete,User_15
13,O_Sent (mail and online),2016-01-02 08:36:45.366588,complete,User_2
39,O_Create Offer,2016-01-02 08:36:45.374888,complete,User_41
54,O_Created,2016-01-02 08:36:45.411178,complete,User_81
54,O_Cancelled,2016-01-02 08:36:45.412178,complete,User_90
54,O_Cancelled,2016-01-02 08:36:45.413178,complete,User_118
27,O_Create Offer,2016-01-02 08:36:45.426083,complete,User_65
39,O_Created,2016-01-02 08:36:45.463888,complete,User_71
39,O_Sent (mail and online),2016-01-02 08:36:45.464888,complete,User_81
61,O_Create Offer,2016-01-02 08:36:45.466806,complete,User_28
86,O_Create Offer,2016-01-02 08:36:45.501174,complete,User_3
24,O_Create Offer,2016-01-02 08:36:45.508317,complete,User_57
41,A_Accepted,2016-01-02 08:36:45.513496,complete,User_97
27,O_Created,2016-01-02 08:36:45.515083,complete,User_2
27,O_Sent (mail and online),2016-01-02 08:36:45.516083,complete,User_2
4,O_Create Offer,2016-01-02 08:36:45.527076,complete,User_35
32,A_Accepted,2016-01-02 08:36:45.542117,complete,User_21
61,O_Created,2016-01-02 08:36:45.555806,complete,User_65
61,O_Cancelled,2016-01-02 08:36:45.556806,complete,User_71
10,O_Create Offer,2016-01-02 08:36:45.561041,complete,User_104
2,A_Accepted,2016-01-02 08:36:45.562871,complete,User_67
35,O_Create Offer,2016-01-02 08:36:45.580228,complete,User_17
86,O_Created,2016-01-02 08:36:45.590174,complete,User_3
86,O_Cancelled,2016-01-02 08:36:45.591174,complete,User_109
86,O_Cancelled,2016-01-02 08:36:45.592174,complete,User_118
24,O_Created,2016-01-02 08:36:45.597317,complete,User_57
24,O_Sent (mail and online),2016-01-02 08:36:45.598317,complete,User_21
51,O_Create Offer,2016-01-02 08:36:45.606178,complete,User_32
72,O_Create Offer,2016-01-02 08:36:45.615059,complete,User_132
4,O_Created,2016-01-02 08:36:45.616076,complete,User_28
4,O_Sent (mail and online),2016-01-02 08:36:45.617076,complete,User_57
36,O_Create Offer,2016-01-02 08:36:45.637649,complete,User_31
10,O_Created,2016-01-02 08:36:45.650041,complete,User_71
10,O_Cancelled,2016-01-02 08:36:45.651041,complete,User_31
10,O_Cancelled,2016-01-02 08:36:45.652041,complete,User_121
10,O_Cancelled,2016-01-02 08:36:45.653041,complete,User_90
10,O_Cancelled,2016-01-02 08:36:45.654041,complete,User_119
10,O_Cancelled,2016-01-02 08:36:45.655041,complete,User_1
10,O_Cancelled,2016-01-02 08:36:45.656041,complete,User_125
37,O_Create Offer,2016-01-02 08:36:45.660538,complete,User_56
78,O_Create Offer,2016-01-02 08:36:45.668880,complete,User_36
35,O_Created,2016-01-02 08:36:45.669228,complete,User_104
59,O_Create Offer,2016-01-02 08:36:45.669428,complete,User_42
35,O_Sent (mail and online),2016-01-02 08:36:45.670228,complete,User_31
46,A_Accepted,2016-01-02 08:36:45.691660,complete,User_33
76,O_Create Offer,2016-01-02 08:36:45.694846,complete,User_86
51,O_Created,2016-01-02 08:36:45.695178,complete,User_32
51,O_Sent (mail and online),2016-01-02 08:36:45.696178,complete,User_42
72,O_Created,2016-01-02 08:36:45.704059,complete,User_21
72,O_Sent (mail and online),2016-01-02 08:36:45.705059,complete,User_33
68,A_Accepted,2016-01-02 08:36:45.725894,complete,User_11
36,O_Created,2016-01-02 08:36:45.726649,complete,User_17
36,O_Sent (mail and online),2016-01-02 08:36:45.727649,complete,User_11
33,O_Create Offer,2016-01-02 08:36:45.728930,complete,User_48
37,O_Created,2016-01-02 08:36:45.749538,complete,User_57
37,O_Cancelled,2016-01-02 08:36:45.750538,complete,User_127
50,O_Create Offer,2016-01-02 08:36:45.750909,complete,User_9
37,O_Cancelled,2016-01-02 08:36:45.751538,complete,User_75
37,O_Cancelled,2016-01-02 08:36:45.752538,complete,User_75
37,O_Cancelled,2016-01-02 08:36:45.753538,complete,User_87
20,O_Create Offer,2016-01-02 08:36:45.756966,complete,User_55
78,O_Created,2016-01-02 08:36:45.757880,complete,User_36
59,O_Created,2016-01-02 08:36:45.758428,complete,User_71
78,O_Sent (mail and online),2016-01-02 08:36:45.758880,complete,User_11
59,O_Cancelled,2016-01-02 08:36:45.759428,complete,User_119
73,A_Accepted,2016-01-02 08:36:45.760269,complete,User_72
59,O_Cancelled,2016-01-02 08:36:45.760428,complete,User_122
82,O_Create Offer,2016-01-02 08:36:45.776132,complete,User_58
53,O_Create Offer,2016-01-02 08:36:45.777826,complete,User_53
69,O_Create Offer,2016-01-02 08:36:45.778573,complete,User_84
76,O_Created,2016-01-02 08:36:45.783846,complete,User_86
76,O_Sent (mail and online),2016-01-02 08:36:45.784846,complete,User_36
33,O_Created,2016-01-02 08:36:45.817930,complete,User_33
33,O_Cancelled,2016-01-02 08:36:45.818930,complete,User_126
19,O_Create Offer,2016-01-02 08:36:45.825046,complete,User_4
50,O_Created,2016-01-02 08:36:45.839909,complete,User_31
50,O_Sent (mail and online),2016-01-02 08:36:45.840909,complete,User_4
20,O_Created,2016-01-02 08:36:45.845966,complete,User_48
20,O_Cancelled,2016-01-02 08:36:45.846966,complete,User_31
20,O_Cancelled,2016-01-02 08:36:45.847966,complete,User_48
20,O_Cancelled,2016-01-02 08:36:45.848966,complete,User_129
15,A_Accepted,2016-01-02 08:36:45.855216,complete,User_45
82,O_Created,2016-01-02 08:36:45.865132,complete,User_55
82,O_Cancelled,2016-01-02 08:36:45.866132,complete,User_45
53,O_Created,2016-01-02 08:36:45.866826,complete,User_53
82,O_Cancelled,2016-01-02 08:36:45.867132,complete,User_75
69,O_Created,2016-01-02 08:36:45.867573,complete,User_58
53,O_Sent (mail and online),2016-01-02 08:36:45.867826,complete,User_48
69,O_Cancelled,2016-01-02 08:36:45.868573,complete,User_126
54,O_Create Offer,2016-01-02 08:36:45.876178,complete,User_24
19,O_Created,2016-01-02 08:36:45.914046,complete,User_57
19,O_Cancelled,2016-01-02 08:36:45.915046,complete,User_118
19,O_Cancelled,2016-01-02 08:36:45.916046,complete,User_119
19,O_Cancelled,2016-01-02 08:36:45.917046,complete,User_130
54,O_Created,2016-01-02 08:36:45.965178,complete,User_55
54,O_Cancelled,2016-01-02 08:36:45.966178,complete,User_131
41,O_Create Offer,2016-01-02 08:36:45.976496,complete,User_81
32,O_Create Offer,2016-01-02 08:36:46.005117,complete,User_35
61,O_Create Offer,2016-01-02 08:36:46.019806,complete,User_97
2,O_Create Offer,2016-01-02 08:36:46.025871,complete,User_67
86,O_Create Offer,2016-01-02 08:36:46.055174,complete,User_3
41,O_Created,2016-01-02 08:36:46.065496,complete,User_36
41,O_Cancelled,2016-01-02 08:36:46.066496,complete,User_123
32,O_Created,2016-01-02 08:36:46.094117,complete,User_58
32,O_Sent (mail and online),2016-01-02 08:36:46.095117,complete,User_67
61,O_Created,2016-01-02 08:36:46.108806,complete,User_35
61,O_Cancelled,2016-01-02 08:36:46.109806,complete,User_112
2,O_Created,2016-01-02 08:36:46.114871,complete,User_81
2,O_Sent (mail and online),2016-01-02 08:36:46.115871,complete,User_58
10,O_Create Offer,2016-01-02 08:36:46.119041,complete,User_28
86,O_Created,2016-01-02 08:36:46.144174,complete,User_55
86,O_Sent (mail and online),2016-01-02 08:36:46.145174,complete,User_28
46,O_Create Offer,2016-01-02 08:36:46.154660,complete,User_104
68,O_Create Offer,2016-01-02 08:36:46.188894,complete,User_21
10,O_Created,2016-01-02 08:36:46.208041,complete,User_81
10,O_Cancelled,2016-01-02 08:36:46.209041,complete,User_90
10,O_Cancelled,2016-01-02 08:36:46.210041,complete,User_87
37,O_Create Offer,2016-01-02 08:36:46.216538,complete,User_9
73,O_Create Offer,2016-01-02 08:36:46.223269,complete,User_72
