case:concept:name,concept:name,time:timestamp,lifecycle:transition,org:resource,case:ApplicationType,case:LoanGoal,case:RequestedAmount
6,W_Complete application,2016-01-01 16:37:10.411396,complete,User_25,New credit,Car,16454.23
6,W_Complete application,2016-01-01 16:37:10.411396,start,User_17,New credit,Car,16454.23
5,W_Complete application,2016-01-01 16:37:13.217382,complete,User_18,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 16:37:13.217382,start,User_1,New credit,Unknown,14558.04
4,W_Complete application,2016-01-01 16:38:03.579179,complete,User_12,New credit,"Other, see explanation",9941.98
4,W_Complete application,2016-01-01 16:38:03.579179,start,User_56,New credit,"Other, see explanation",9941.98
19,W_Complete application,2016-01-01 16:38:30.604416,complete,User_8,New credit,Home improvement,16244.18
19,W_Complete application,2016-01-01 16:38:30.604416,start,User_34,New credit,Home improvement,16244.18
16,W_Complete application,2016-01-01 16:39:14.469398,complete,User_84,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-01 16:39:14.469398,start,User_84,New credit,Existing loan takeover,14705.41
6,W_Complete application,2016-01-01 16:39:34.510484,complete,User_17,New credit,Car,16454.23
6,W_Complete application,2016-01-01 16:39:34.510484,start,User_12,New credit,Car,16454.23
9,W_Complete application,2016-01-01 16:39:36.127789,complete,User_65,New credit,Car,28942.95
9,W_Complete application,2016-01-01 16:39:36.127789,start,User_8,New credit,Car,28942.95
5,W_Complete application,2016-01-01 16:40:03.248394,complete,User_1,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 16:40:03.248394,start,User_48,New credit,Unknown,14558.04
8,W_Complete application,2016-01-01 16:40:42.131531,complete,User_104,New credit,Home improvement,7626.91
8,W_Complete application,2016-01-01 16:40:42.131531,start,User_37,New credit,Home improvement,7626.91
20,W_Complete application,2016-01-01 16:40:44.415736,complete,User_41,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-01 16:40:44.415736,start,User_18,New credit,"Other, see explanation",25287.66
18,W_Complete application,2016-01-01 16:41:36.946742,complete,User_96,New credit,Existing loan takeover,17085.51
18,W_Complete application,2016-01-01 16:41:36.946742,start,User_23,New credit,Existing loan takeover,17085.51
5,W_Complete application,2016-01-01 16:41:49.841450,complete,User_48,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 16:41:49.841450,start,User_17,New credit,Unknown,14558.04
11,W_Complete application,2016-01-01 16:42:37.230262,complete,User_36,New credit,Unknown,36450.89
11,W_Complete application,2016-01-01 16:42:37.230262,start,User_39,New credit,Unknown,36450.89
17,W_Handle leads,2016-01-01 16:42:56.399712,complete,User_20,New credit,Car,30496.9
17,W_Handle leads,2016-01-01 16:42:56.399712,start,User_35,New credit,Car,30496.9
5,W_Complete application,2016-01-01 16:43:10.374547,complete,User_17,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 16:43:10.374547,start,User_36,New credit,Unknown,14558.04
20,W_Complete application,2016-01-01 16:43:38.852370,complete,User_18,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-01 16:43:38.852370,start,User_65,New credit,"Other, see explanation",25287.66
15,W_Complete application,2016-01-01 16:44:36.617748,complete,User_11,Limit raise,Existing loan takeover,37951.04
15,W_Complete application,2016-01-01 16:44:36.617748,start,User_11,Limit raise,Existing loan takeover,37951.04
17,W_Handle leads,2016-01-01 16:45:07.660853,complete,User_35,New credit,Car,30496.9
17,W_Handle leads,2016-01-01 16:45:07.660853,start,User_4,New credit,Car,30496.9
9,W_Complete application,2016-01-01 16:47:09.079254,complete,User_8,New credit,Car,28942.95
9,W_Complete application,2016-01-01 16:47:09.079254,start,User_8,New credit,Car,28942.95
5,W_Complete application,2016-01-01 16:47:59.328177,complete,User_36,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 16:47:59.328177,start,User_96,New credit,Unknown,14558.04
8,W_Complete application,2016-01-01 16:48:06.097925,complete,User_37,New credit,Home improvement,7626.91
8,W_Complete application,2016-01-01 16:48:06.097925,start,User_36,New credit,Home improvement,7626.91
17,W_Handle leads,2016-01-01 16:48:37.573438,complete,User_4,New credit,Car,30496.9
17,W_Handle leads,2016-01-01 16:48:37.573438,start,User_41,New credit,Car,30496.9
21,A_Create Application,2016-01-01 16:49:12.907256,start,User_1,Limit raise,Car,32351.02
21,A_Create Application,2016-01-01 16:49:12.907256,complete,User_1,Limit raise,Car,32351.02
21,A_Submitted,2016-01-01 16:49:12.907256,start,User_1,Limit raise,Car,32351.02
21,A_Submitted,2016-01-01 16:49:12.907256,complete,User_1,Limit raise,Car,32351.02
21,W_Handle leads,2016-01-01 16:49:12.907256,start,User_52,Limit raise,Car,32351.02
4,W_Complete application,2016-01-01 16:49:24.265548,complete,User_56,New credit,"Other, see explanation",9941.98
4,W_Complete application,2016-01-01 16:49:24.265548,start,User_17,New credit,"Other, see explanation",9941.98
20,W_Complete application,2016-01-01 16:49:26.854898,complete,User_65,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-01 16:49:26.854898,start,User_46,New credit,"Other, see explanation",25287.66
17,W_Handle leads,2016-01-01 16:49:53.277133,complete,User_41,New credit,Car,30496.9
17,W_Complete application,2016-01-01 16:49:53.277133,start,User_104,New credit,Car,30496.9
16,W_Complete application,2016-01-01 16:49:54.665761,complete,User_84,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-01 16:49:54.665761,start,User_48,New credit,Existing loan takeover,14705.41
21,W_Handle leads,2016-01-01 16:50:05.614921,complete,User_52,Limit raise,Car,32351.02
21,W_Complete application,2016-01-01 16:50:05.614921,start,User_35,Limit raise,Car,32351.02
1,W_Complete application,2016-01-01 16:50:32.852181,complete,User_10,New credit,Not speficied,47489.2
1,W_Complete application,2016-01-01 16:50:32.852181,start,User_56,New credit,Not speficied,47489.2
18,W_Complete application,2016-01-01 16:50:41.033315,complete,User_23,New credit,Existing loan takeover,17085.51
18,W_Complete application,2016-01-01 16:50:41.033315,start,User_84,New credit,Existing loan takeover,17085.51
5,W_Complete application,2016-01-01 16:52:39.692803,complete,User_96,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 16:52:39.692803,start,User_65,New credit,Unknown,14558.04
11,W_Complete application,2016-01-01 16:53:58.065832,complete,User_39,New credit,Unknown,36450.89
11,W_Complete application,2016-01-01 16:53:58.065832,start,User_4,New credit,Unknown,36450.89
5,W_Complete application,2016-01-01 16:54:09.047885,complete,User_65,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 16:54:09.047885,start,User_37,New credit,Unknown,14558.04
14,W_Complete application,2016-01-01 16:54:22.659527,complete,User_44,New credit,Unknown,42792.42
14,W_Complete application,2016-01-01 16:54:22.659527,start,User_96,New credit,Unknown,42792.42
1,W_Complete application,2016-01-01 16:54:33.607352,complete,User_56,New credit,Not speficied,47489.2
1,W_Complete application,2016-01-01 16:54:33.607352,start,User_85,New credit,Not speficied,47489.2
2,W_Complete application,2016-01-01 16:55:06.847365,complete,User_5,New credit,Existing loan takeover,25581.06
2,W_Complete application,2016-01-01 16:55:06.847365,start,User_56,New credit,Existing loan takeover,25581.06
1,W_Complete application,2016-01-01 16:55:17.619319,complete,User_85,New credit,Not speficied,47489.2
1,W_Complete application,2016-01-01 16:55:17.619319,start,User_7,New credit,Not speficied,47489.2
4,W_Complete application,2016-01-01 16:55:33.773771,complete,User_17,New credit,"Other, see explanation",9941.98
4,W_Complete application,2016-01-01 16:55:33.773771,start,User_5,New credit,"Other, see explanation",9941.98
16,W_Complete application,2016-01-01 16:55:38.584991,complete,User_48,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-01 16:55:38.584991,start,User_18,New credit,Existing loan takeover,14705.41
18,W_Complete application,2016-01-01 16:55:56.386887,complete,User_84,New credit,Existing loan takeover,17085.51
18,W_Complete application,2016-01-01 16:55:56.386887,start,User_17,New credit,Existing loan takeover,17085.51
7,W_Complete application,2016-01-01 16:56:14.830508,complete,User_19,New credit,Home improvement,11165.35
7,W_Complete application,2016-01-01 16:56:14.830508,start,User_39,New credit,Home improvement,11165.35
8,W_Complete application,2016-01-01 16:56:20.833387,complete,User_36,New credit,Home improvement,7626.91
8,W_Complete application,2016-01-01 16:56:20.833387,start,User_52,New credit,Home improvement,7626.91
5,W_Complete application,2016-01-01 16:56:43.765731,complete,User_37,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 16:56:43.765731,start,User_48,New credit,Unknown,14558.04
8,W_Complete application,2016-01-01 16:58:35.519383,complete,User_52,New credit,Home improvement,7626.91
8,W_Complete application,2016-01-01 16:58:35.519383,start,User_1,New credit,Home improvement,7626.91
4,W_Complete application,2016-01-01 16:58:40.176781,complete,User_5,New credit,"Other, see explanation",9941.98
4,W_Complete application,2016-01-01 16:58:40.176781,start,User_10,New credit,"Other, see explanation",9941.98
9,W_Complete application,2016-01-01 16:58:58.114001,complete,User_8,New credit,Car,28942.95
9,W_Complete application,2016-01-01 16:58:58.114001,start,User_37,New credit,Car,28942.95
2,W_Complete application,2016-01-01 16:59:41.164394,complete,User_56,New credit,Existing loan takeover,25581.06
2,W_Complete application,2016-01-01 16:59:41.164394,start,User_52,New credit,Existing loan takeover,25581.06
9,W_Complete application,2016-01-01 16:59:48.716149,complete,User_37,New credit,Car,28942.95
9,W_Complete application,2016-01-01 16:59:48.716149,start,User_23,New credit,Car,28942.95
20,W_Complete application,2016-01-01 17:00:29.375732,complete,User_46,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-01 17:00:29.375732,start,User_65,New credit,"Other, see explanation",25287.66
19,W_Complete application,2016-01-01 17:00:47.877124,complete,User_34,New credit,Home improvement,16244.18
19,W_Complete application,2016-01-01 17:00:47.877124,start,User_44,New credit,Home improvement,16244.18
3,W_Complete application,2016-01-01 17:00:49.205049,complete,User_71,New credit,Home improvement,15148.56
3,W_Complete application,2016-01-01 17:00:49.205049,start,User_5,New credit,Home improvement,15148.56
14,W_Complete application,2016-01-01 17:01:19.818134,complete,User_96,New credit,Unknown,42792.42
14,W_Complete application,2016-01-01 17:01:19.818134,start,User_37,New credit,Unknown,42792.42
11,W_Complete application,2016-01-01 17:01:50.610356,complete,User_4,New credit,Unknown,36450.89
11,W_Complete application,2016-01-01 17:01:50.610356,start,User_36,New credit,Unknown,36450.89
3,W_Complete application,2016-01-01 17:02:10.639347,complete,User_5,New credit,Home improvement,15148.56
3,W_Complete application,2016-01-01 17:02:10.639347,start,User_19,New credit,Home improvement,15148.56
2,W_Complete application,2016-01-01 17:02:21.323472,complete,User_52,New credit,Existing loan takeover,25581.06
2,W_Complete application,2016-01-01 17:02:21.323472,start,User_20,New credit,Existing loan takeover,25581.06
1,W_Complete application,2016-01-01 17:02:24.395504,complete,User_7,New credit,Not speficied,47489.2
1,W_Complete application,2016-01-01 17:02:24.395504,start,User_4,New credit,Not speficied,47489.2
1,W_Complete application,2016-01-01 17:02:32.594698,complete,User_4,New credit,Not speficied,47489.2
1,W_Complete application,2016-01-01 17:02:32.594698,start,User_5,New credit,Not speficied,47489.2
13,W_Complete application,2016-01-01 17:02:50.785337,complete,User_43,New credit,Not speficied,26031.06
13,W_Complete application,2016-01-01 17:02:50.785337,start,User_4,New credit,Not speficied,26031.06
9,W_Complete application,2016-01-01 17:03:48.642098,complete,User_23,New credit,Car,28942.95
9,W_Complete application,2016-01-01 17:03:48.642098,start,User_52,New credit,Car,28942.95
10,W_Complete application,2016-01-01 17:04:08.348704,complete,User_42,New credit,"Other, see explanation",4251.87
10,W_Complete application,2016-01-01 17:04:08.348704,start,User_23,New credit,"Other, see explanation",4251.87
4,W_Complete application,2016-01-01 17:04:11.327930,complete,User_10,New credit,"Other, see explanation",9941.98
4,W_Complete application,2016-01-01 17:04:11.327930,start,User_42,New credit,"Other, see explanation",9941.98
9,W_Complete application,2016-01-01 17:04:12.329093,complete,User_52,New credit,Car,28942.95
9,W_Complete application,2016-01-01 17:04:12.329093,start,User_96,New credit,Car,28942.95
16,W_Complete application,2016-01-01 17:04:16.332394,complete,User_18,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-01 17:04:16.332394,start,User_84,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-01 17:04:38.778131,complete,User_84,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-01 17:04:38.778131,start,User_8,New credit,Existing loan takeover,14705.41
8,W_Complete application,2016-01-01 17:05:19.595722,complete,User_1,New credit,Home improvement,7626.91
8,W_Complete application,2016-01-01 17:05:19.595722,start,User_10,New credit,Home improvement,7626.91
5,W_Complete application,2016-01-01 17:06:01.861377,complete,User_48,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 17:06:01.861377,start,User_46,New credit,Unknown,14558.04
21,W_Complete application,2016-01-01 17:06:55.861411,complete,User_35,Limit raise,Car,32351.02
21,W_Complete application,2016-01-01 17:06:55.861411,start,User_41,Limit raise,Car,32351.02
7,W_Complete application,2016-01-01 17:07:03.802668,complete,User_39,New credit,Home improvement,11165.35
7,W_Complete application,2016-01-01 17:07:03.802668,start,User_48,New credit,Home improvement,11165.35
21,W_Complete application,2016-01-01 17:09:18.866795,complete,User_41,Limit raise,Car,32351.02
21,W_Complete application,2016-01-01 17:09:18.866795,start,User_41,Limit raise,Car,32351.02
16,W_Complete application,2016-01-01 17:09:20.798872,complete,User_8,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-01 17:09:20.798872,start,User_8,New credit,Existing loan takeover,14705.41
5,W_Complete application,2016-01-01 17:09:22.217022,complete,User_46,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 17:09:22.217022,start,User_56,New credit,Unknown,14558.04
13,W_Complete application,2016-01-01 17:09:36.113521,complete,User_4,New credit,Not speficied,26031.06
13,W_Complete application,2016-01-01 17:09:36.113521,start,User_71,New credit,Not speficied,26031.06
10,W_Complete application,2016-01-01 17:09:57.891546,complete,User_23,New credit,"Other, see explanation",4251.87
10,W_Complete application,2016-01-01 17:09:57.891546,start,User_4,New credit,"Other, see explanation",4251.87
14,W_Complete application,2016-01-01 17:10:14.562626,complete,User_37,New credit,Unknown,42792.42
14,W_Complete application,2016-01-01 17:10:14.562626,start,User_7,New credit,Unknown,42792.42
17,W_Complete application,2016-01-01 17:11:02.347214,complete,User_104,New credit,Car,30496.9
17,W_Complete application,2016-01-01 17:11:02.347214,start,User_34,New credit,Car,30496.9
10,W_Complete application,2016-01-01 17:11:27.467620,complete,User_4,New credit,"Other, see explanation",4251.87
10,W_Complete application,2016-01-01 17:11:27.467620,start,User_23,New credit,"Other, see explanation",4251.87
14,W_Complete application,2016-01-01 17:12:14.701242,complete,User_7,New credit,Unknown,42792.42
14,W_Complete application,2016-01-01 17:12:14.701242,start,User_39,New credit,Unknown,42792.42
20,W_Complete application,2016-01-01 17:12:47.234162,complete,User_65,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-01 17:12:47.234162,start,User_1,New credit,"Other, see explanation",25287.66
15,W_Complete application,2016-01-01 17:13:06.713274,complete,User_11,Limit raise,Existing loan takeover,37951.04
15,W_Complete application,2016-01-01 17:13:06.713274,start,User_43,Limit raise,Existing loan takeover,37951.04
1,W_Complete application,2016-01-01 17:13:19.424463,complete,User_5,New credit,Not speficied,47489.2
1,W_Complete application,2016-01-01 17:13:19.424463,start,User_37,New credit,Not speficied,47489.2
16,W_Complete application,2016-01-01 17:15:18.227724,complete,User_8,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-01 17:15:18.227724,start,User_46,New credit,Existing loan takeover,14705.41
11,W_Complete application,2016-01-01 17:15:27.510747,complete,User_36,New credit,Unknown,36450.89
11,W_Complete application,2016-01-01 17:15:27.510747,start,User_84,New credit,Unknown,36450.89
21,W_Complete application,2016-01-01 17:15:33.864146,complete,User_41,Limit raise,Car,32351.02
21,W_Complete application,2016-01-01 17:15:33.864146,start,User_8,Limit raise,Car,32351.02
11,W_Complete application,2016-01-01 17:15:40.698625,complete,User_84,New credit,Unknown,36450.89
11,W_Complete application,2016-01-01 17:15:40.698625,start,User_84,New credit,Unknown,36450.89
3,W_Complete application,2016-01-01 17:16:10.308596,complete,User_19,New credit,Home improvement,15148.56
3,W_Complete application,2016-01-01 17:16:10.308596,start,User_19,New credit,Home improvement,15148.56
13,W_Complete application,2016-01-01 17:17:22.538025,complete,User_71,New credit,Not speficied,26031.06
13,W_Complete application,2016-01-01 17:17:22.538025,start,User_11,New credit,Not speficied,26031.06
7,W_Complete application,2016-01-01 17:17:45.129173,complete,User_48,New credit,Home improvement,11165.35
7,W_Complete application,2016-01-01 17:17:45.129173,start,User_7,New credit,Home improvement,11165.35
17,W_Complete application,2016-01-01 17:18:34.060099,complete,User_34,New credit,Car,30496.9
17,W_Complete application,2016-01-01 17:18:34.060099,start,User_65,New credit,Car,30496.9
10,W_Complete application,2016-01-01 17:18:35.640243,complete,User_23,New credit,"Other, see explanation",4251.87
10,W_Complete application,2016-01-01 17:18:35.640243,start,User_71,New credit,"Other, see explanation",4251.87
10,W_Complete application,2016-01-01 17:20:24.609547,complete,User_71,New credit,"Other, see explanation",4251.87
10,W_Complete application,2016-01-01 17:20:24.609547,start,User_18,New credit,"Other, see explanation",4251.87
3,W_Complete application,2016-01-01 17:20:51.955902,complete,User_19,New credit,Home improvement,15148.56
3,W_Complete application,2016-01-01 17:20:51.955902,start,User_34,New credit,Home improvement,15148.56
8,W_Complete application,2016-01-01 17:21:07.792953,complete,User_10,New credit,Home improvement,7626.91
8,W_Complete application,2016-01-01 17:21:07.792953,start,User_48,New credit,Home improvement,7626.91
15,W_Complete application,2016-01-01 17:21:22.163659,complete,User_43,Limit raise,Existing loan takeover,37951.04
15,W_Complete application,2016-01-01 17:21:22.163659,start,User_5,Limit raise,Existing loan takeover,37951.04
22,A_Create Application,2016-01-01 17:21:51.614804,start,User_52,New credit,Existing loan takeover,31921.04
22,A_Create Application,2016-01-01 17:21:51.614804,complete,User_52,New credit,Existing loan takeover,31921.04
20,W_Complete application,2016-01-01 17:22:48.330986,complete,User_1,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-01 17:22:48.330986,start,User_19,New credit,"Other, see explanation",25287.66
3,W_Complete application,2016-01-01 17:25:15.714094,complete,User_34,New credit,Home improvement,15148.56
3,W_Complete application,2016-01-01 17:25:15.714094,start,User_104,New credit,Home improvement,15148.56
12,W_Complete application,2016-01-01 17:25:30.832973,complete,User_70,New credit,Car,10603.97
12,W_Complete application,2016-01-01 17:25:30.832973,start,User_10,New credit,Car,10603.97
9,W_Complete application,2016-01-01 17:25:58.126987,complete,User_96,New credit,Car,28942.95
9,W_Complete application,2016-01-01 17:25:58.126987,start,User_41,New credit,Car,28942.95
13,W_Complete application,2016-01-01 17:27:52.657423,complete,User_11,New credit,Not speficied,26031.06
13,W_Complete application,2016-01-01 17:27:52.657423,start,User_96,New credit,Not speficied,26031.06
15,W_Complete application,2016-01-01 17:28:22.373432,complete,User_5,Limit raise,Existing loan takeover,37951.04
15,W_Complete application,2016-01-01 17:28:22.373432,start,User_43,Limit raise,Existing loan takeover,37951.04
2,W_Complete application,2016-01-01 17:28:23.943721,complete,User_20,New credit,Existing loan takeover,25581.06
2,W_Complete application,2016-01-01 17:28:23.943721,start,User_52,New credit,Existing loan takeover,25581.06
20,W_Complete application,2016-01-01 17:28:38.815055,complete,User_19,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-01 17:28:38.815055,start,User_11,New credit,"Other, see explanation",25287.66
7,W_Complete application,2016-01-01 17:28:51.848984,complete,User_7,New credit,Home improvement,11165.35
7,W_Complete application,2016-01-01 17:28:51.848984,start,User_19,New credit,Home improvement,11165.35
3,W_Complete application,2016-01-01 17:28:53.849113,complete,User_104,New credit,Home improvement,15148.56
3,W_Complete application,2016-01-01 17:28:53.849113,start,User_36,New credit,Home improvement,15148.56
11,W_Complete application,2016-01-01 17:28:54.707400,complete,User_84,New credit,Unknown,36450.89
11,W_Complete application,2016-01-01 17:28:54.707400,start,User_23,New credit,Unknown,36450.89
16,W_Complete application,2016-01-01 17:29:00.906583,complete,User_46,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-01 17:29:00.906583,start,User_46,New credit,Existing loan takeover,14705.41
6,W_Complete application,2016-01-01 17:30:02.751584,complete,User_12,New credit,Car,16454.23
6,W_Complete application,2016-01-01 17:30:02.751584,start,User_104,New credit,Car,16454.23
17,W_Complete application,2016-01-01 17:30:27.935575,complete,User_65,New credit,Car,30496.9
17,W_Complete application,2016-01-01 17:30:27.935575,start,User_35,New credit,Car,30496.9
9,W_Complete application,2016-01-01 17:30:38.743829,complete,User_41,New credit,Car,28942.95
9,W_Complete application,2016-01-01 17:30:38.743829,start,User_7,New credit,Car,28942.95
20,W_Complete application,2016-01-01 17:31:10.258841,complete,User_11,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-01 17:31:10.258841,start,User_4,New credit,"Other, see explanation",25287.66
9,W_Complete application,2016-01-01 17:31:58.161910,complete,User_7,New credit,Car,28942.95
9,W_Complete application,2016-01-01 17:31:58.161910,start,User_1,New credit,Car,28942.95
13,W_Complete application,2016-01-01 17:31:58.217543,complete,User_96,New credit,Not speficied,26031.06
13,W_Complete application,2016-01-01 17:31:58.217543,start,User_65,New credit,Not speficied,26031.06
10,W_Complete application,2016-01-01 17:32:02.839811,complete,User_18,New credit,"Other, see explanation",4251.87
10,W_Complete application,2016-01-01 17:32:02.839811,start,User_18,New credit,"Other, see explanation",4251.87
5,W_Complete application,2016-01-01 17:32:03.805084,complete,User_56,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 17:32:03.805084,start,User_34,New credit,Unknown,14558.04
21,W_Complete application,2016-01-01 17:32:37.102549,complete,User_8,Limit raise,Car,32351.02
21,W_Complete application,2016-01-01 17:32:37.102549,start,User_84,Limit raise,Car,32351.02
8,W_Complete application,2016-01-01 17:32:55.179282,complete,User_48,New credit,Home improvement,7626.91
8,W_Complete application,2016-01-01 17:32:55.179282,start,User_56,New credit,Home improvement,7626.91
2,W_Complete application,2016-01-01 17:33:51.844902,complete,User_52,New credit,Existing loan takeover,25581.06
2,W_Complete application,2016-01-01 17:33:51.844902,start,User_52,New credit,Existing loan takeover,25581.06
9,W_Complete application,2016-01-01 17:33:54.506254,complete,User_1,New credit,Car,28942.95
9,W_Complete application,2016-01-01 17:33:54.506254,start,User_96,New credit,Car,28942.95
19,W_Complete application,2016-01-01 17:34:31.646868,complete,User_44,New credit,Home improvement,16244.18
19,W_Complete application,2016-01-01 17:34:31.646868,start,User_11,New credit,Home improvement,16244.18
13,W_Complete application,2016-01-01 17:35:33.179345,complete,User_65,New credit,Not speficied,26031.06
13,W_Complete application,2016-01-01 17:35:33.179345,start,User_20,New credit,Not speficied,26031.06
18,W_Complete application,2016-01-01 17:35:53.621654,complete,User_17,New credit,Existing loan takeover,17085.51
18,W_Complete application,2016-01-01 17:35:53.621654,start,User_41,New credit,Existing loan takeover,17085.51
5,W_Complete application,2016-01-01 17:36:40.846391,complete,User_34,New credit,Unknown,14558.04
5,W_Complete application,2016-01-01 17:36:40.846391,start,User_34,New credit,Unknown,14558.04
22,A_Submitted,2016-01-01 17:36:51.614804,start,User_1,New credit,Existing loan takeover,31921.04
22,A_Submitted,2016-01-01 17:36:51.614804,complete,User_1,New credit,Existing loan takeover,31921.04
22,W_Handle leads,2016-01-01 17:36:51.614804,start,User_48,New credit,Existing loan takeover,31921.04
15,W_Complete application,2016-01-01 17:37:10.861605,complete,User_43,Limit raise,Existing loan takeover,37951.04
15,W_Complete application,2016-01-01 17:37:10.861605,start,User_7,Limit raise,Existing loan takeover,37951.04
22,W_Handle leads,2016-01-01 17:37:22.987997,complete,User_48,New credit,Existing loan takeover,31921.04
22,W_Handle leads,2016-01-01 17:37:22.987997,start,User_65,New credit,Existing loan takeover,31921.04
15,W_Complete application,2016-01-01 17:37:51.201122,complete,User_7,Limit raise,Existing loan takeover,37951.04
15,W_Complete application,2016-01-01 17:37:51.201122,start,User_44,Limit raise,Existing loan takeover,37951.04
3,W_Complete application,2016-01-01 17:38:25.167816,complete,User_36,New credit,Home improvement,15148.56
3,W_Complete application,2016-01-01 17:38:25.167816,start,User_8,New credit,Home improvement,15148.56
22,W_Handle leads,2016-01-01 17:38:33.845944,complete,User_65,New credit,Existing loan takeover,31921.04
22,W_Complete application,2016-01-01 17:38:33.845944,start,User_5,New credit,Existing loan takeover,31921.04
12,W_Complete application,2016-01-01 17:38:48.604678,complete,User_10,New credit,Car,10603.97
12,W_Complete application,2016-01-01 17:38:48.604678,start,User_43,New credit,Car,10603.97
12,W_Complete application,2016-01-01 17:39:29.424471,complete,User_43,New credit,Car,10603.97
12,W_Complete application,2016-01-01 17:39:29.424471,start,User_7,New credit,Car,10603.97
3,W_Complete application,2016-01-01 17:40:38.558143,complete,User_8,New credit,Home improvement,15148.56
3,W_Complete application,2016-01-01 17:40:38.558143,start,User_65,New credit,Home improvement,15148.56
17,W_Complete application,2016-01-01 17:40:47.994894,complete,User_35,New credit,Car,30496.9
17,W_Complete application,2016-01-01 17:40:47.994894,start,User_36,New credit,Car,30496.9
6,W_Complete application,2016-01-01 17:42:35.054667,complete,User_104,New credit,Car,16454.23
6,W_Complete application,2016-01-01 17:42:35.054667,start,User_1,New credit,Car,16454.23
12,W_Complete application,2016-01-01 17:42:45.889245,complete,User_7,New credit,Car,10603.97
12,W_Complete application,2016-01-01 17:42:45.889245,start,User_8,New credit,Car,10603.97
14,W_Complete application,2016-01-01 17:44:25.072635,complete,User_39,New credit,Unknown,42792.42
14,W_Complete application,2016-01-01 17:44:25.072635,start,User_48,New credit,Unknown,42792.42
1,W_Complete application,2016-01-01 17:44:31.505756,complete,User_37,New credit,Not speficied,47489.2
1,W_Complete application,2016-01-01 17:44:31.505756,start,User_10,New credit,Not speficied,47489.2
4,W_Complete application,2016-01-01 17:44:37.705459,complete,User_42,New credit,"Other, see explanation",9941.98
4,W_Complete application,2016-01-01 17:44:37.705459,start,User_37,New credit,"Other, see explanation",9941.98
22,W_Complete application,2016-01-01 17:45:29.238693,complete,User_5,New credit,Existing loan takeover,31921.04
22,W_Complete application,2016-01-01 17:45:29.238693,start,User_17,New credit,Existing loan takeover,31921.04
20,W_Complete application,2016-01-01 17:45:48.619470,complete,User_4,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-01 17:45:48.619470,start,User_7,New credit,"Other, see explanation",25287.66
17,W_Complete application,2016-01-01 17:45:51.755572,complete,User_36,New credit,Car,30496.9
17,W_Complete application,2016-01-01 17:45:51.755572,start,User_4,New credit,Car,30496.9
16,W_Complete application,2016-01-01 17:46:20.780014,complete,User_46,New credit,Existing loan takeover,14705.41
16,W_Complete application,2016-01-01 17:46:20.780014,start,User_5,New credit,Existing loan takeover,14705.41
18,W_Complete application,2016-01-01 17:46:50.613604,complete,User_41,New credit,Existing loan takeover,17085.51
18,W_Complete application,2016-01-01 17:46:50.613604,start,User_36,New credit,Existing loan takeover,17085.51
20,W_Complete application,2016-01-01 17:46:53.308052,complete,User_7,New credit,"Other, see explanation",25287.66
20,W_Complete application,2016-01-01 17:46:53.308052,start,User_43,New credit,"Other, see explanation",25287.66
12,W_Complete application,2016-01-01 17:47:02.050532,complete,User_8,New credit,Car,10603.97
12,W_Complete application,2016-01-01 17:47:02.050532,start,User_35,New credit,Car,10603.97
14,W_Complete application,2016-01-01 17:47:03.597379,complete,User_48,New credit,Unknown,42792.42
14,W_Complete application,2016-01-01 17:47:03.597379,start,User_41,New credit,Unknown,42792.42
15,W_Complete application,2016-01-01 17:47:28.347775,complete,User_44,Limit raise,Existing loan takeover,37951.04
15,W_Complete application,2016-01-01 17:47:28.347775,start,User_48,Limit raise,Existing loan takeover,37951.04
